parent_asin,title,original_description,original_features,image_url,image_variant,ai_generated_description
B0009GISKO,Chatelaine - French Edition    Print Magazine,"Printed in French, Chatelaine features articles on practical home advice, health, beauty, family, and fashion issues, practical home advice, and a wide variety of recipes.",,https://m.media-amazon.com/images/I/613dF4M+jIL._AC_.jpg,MAIN,a magazine cover with a woman sitting on a bench
B09PHC1BK3,Hollywood Reporter - 1 Year Auto Renew,,,https://m.media-amazon.com/images/I/61-+OKT7-5L._AC_.jpg,MAIN,a woman sitting on top of a wooden floor
B01LYR9YQV,Field & Stream    Print Magazine,,,https://m.media-amazon.com/images/I/519ABBomlIL._AC_.jpg,MAIN,the cover of the issue of field stream magazine
B002BFZ9M6,Old-House Journal - 1 Year Auto Renew,,,https://m.media-amazon.com/images/I/61R0gTfc80L._AC_.jpg,MAIN,the cover of old house magazine with an image of a table and chairs
B00006KDVZ,Fangoria    Print Magazine,A journal about horror movies. Features the bloodiest makeup secrets and the most chilling interviews with all-time greats of horrordom. It previews and gives first looks at the latest horror films.,,https://m.media-amazon.com/images/I/51YHdLl2WFL._AC_.jpg,MAIN,"the cover of fango magazine, featuring an image of a skull"
B011VUM12W,Dogster,,,https://m.media-amazon.com/images/I/51mNq0MiQhL._AC_.jpg,MAIN,a dog is sitting on the cover of a magazine
B07QPCH4VS,Food & Wine    Print Magazine,"The world of food is huge, and Food & Wine magazine covers it thoroughly. From tasty gourmet recipes you can make at home to the best food lover's destinations, from handy tools that belong in every kitchen to a rundown of the world's most exciting new liquors and wines, Food & Wine Magazine brings you exciting and useful articles and features. Each issue includes several long features and regular columns written by some of the best chefs and food experts in the industry.  Food & Wine magazine was founded on the principle that delights in the best food and drink should not be reserved for the self-appointed epicureans and experts, but should rather be accessible to everyone. Recipes are designed to be just as manageable for a chef hobbyist as an experienced restaurateur. Food meccas covered within its pages include ordinary places like Water Valley, Mississippi, as well as more exotic locales like New Orleans or Naples, Italy.  Regular columns in Food & Wine Magazine include suggestion",,https://m.media-amazon.com/images/I/71KKTPG0slL._AC_.jpg,MAIN,a magazine cover with a piece of cake on it
B0037STAZS,Entertainment Weekly    Print Magazine,,,https://m.media-amazon.com/images/I/61ynyKNRCvL._AC_.jpg,MAIN,person on the cover of entertainment magazine
B01FV53S9S,Truck Trend    Print Magazine,Provides general interest truck buyers as well as enthusiasts with all the latest from bare-bones pickup trucks to luxury sport utilities.,,https://m.media-amazon.com/images/I/51m2Ty9zPjL._AC_.jpg,MAIN,the front cover of a magazine with a truck in it
B00CELH78Q,Total Film    Print Magazine,"Total Film is a UK film magazine. It covers new feature films, videos to rent and buy, DVDs, books, multimedia and soundtracks currently on release. It also includes features on the stars, directors and behind-the-scenes talent from the hottest movies.",,https://m.media-amazon.com/images/I/61ZhzWMhkbL._AC_.jpg,MAIN,a magazine with a woman on the cover
B002PXVZ86,Autoweek    Print Magazine,"Product Description Autoweek is America's only fortnightly enthusiast magazine, providing in-depth analysis, insider information, historical perspective, unparalleled auto show and racing coverage, and industry-first vehicle previews and reviews delivered right to your door. Amazon.com Review AutoWeek magazine is regarded as one of the leading automotive publication in the industry. The magazine is packed with pages of good-humored and well-written articles. It offers the latest insider news in professional racing events, auto shows, vehicles trends, car reviews, and automotive lifestyle.  AutoWeek magazine provides up-to-date and detailed coverage on professional racing events. It includes feature interviews with the competing drivers and profiles of the racing vehicles written by the best in the industry. You will never miss out on your favorite racing event with this magazine in your hands.  AutoWeek magazine is an excellent source of the best inside industry news. It includes the l",,https://m.media-amazon.com/images/I/513-Zvu2GoL._AC_.jpg,MAIN,a black and white photo of a man with a pipe
B00007AX9M,Farm World,,,https://m.media-amazon.com/images/I/61TV7SMF3FL._AC_.jpg,MAIN,a newspaper with a bunch of sheep in it
B00007AVJW,Axis    Print Magazine,,,https://m.media-amazon.com/images/I/51CVBVJiTrL._AC_.jpg,MAIN,a poster with two men standing next to each other people
B09BF7W3YK,Rv Magazine,,,https://m.media-amazon.com/images/I/51-u7oQTBBL._AC_.jpg,MAIN,the cover of rv magazine with mountains in the background
B00RYBH7Y0,Koream Journal    Print Magazine,KoreAm Journal's mission is to be a publication that provides depth and insight into the envolving Korean American experience.,,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif,MAIN,a black and white photo of a man in a suit
B002PXVYB4,Bloomberg BusinessWeek    Print Magazine,,,https://m.media-amazon.com/images/I/51TOfdqLidL._AC_.jpg,MAIN,a magazine cover with a woman standing in front of a white background
B001LJGVM0,Food Network Magazine    Print Magazine,,,https://m.media-amazon.com/images/I/61AVAiTn-WL._AC_.jpg,MAIN,the cover of food network magazine with a bowl of pasta and torta
B01KI51QTA,Country - CEASED OFFER    Print Magazine,"Celebrate the people, places and stories that make country life so special. Discover America through first-hand reader visits with country folks, full-color photos, reviews of country inns, country-fresh recipes and time-saving tips and shortcuts.",,https://m.media-amazon.com/images/I/61ATnRQGTCL._AC_.jpg,MAIN,a magazine cover with a small island in the middle
B000FTJ7JQ,Rachael Ray Every Day    Print Magazine,,,https://m.media-amazon.com/images/I/512A7+BBmaL._AC_.jpg,MAIN,a magazine cover with various drinks on it
B000T8XYOW,Maxim    Print Magazine,,,https://m.media-amazon.com/images/I/51FUmH33zTL._AC_.jpg,MAIN,a woman is posing on the cover of a magazine
B002PXWHCO,Digital Photo Pro    Print Magazine,"Digital Photo Pro covers the new photography technologies, trends and methods for beginning to advanced photo and computer enthusiasts who want to creatively and effectively shoot, share and save their photos using the computer.",,https://m.media-amazon.com/images/I/51p56+HNEnL._AC_.jpg,MAIN,the photo pro camera and photo buyer ' s guide
B00T6TCZ40,Quality Number Fill-Ins,,,https://m.media-amazon.com/images/I/41PkEPA9T+L._AC_.jpg,MAIN,"the cover of the book ' s guide to crosswords, featuring an image of a black and white"
B010DQFYUQ,Wired All Access + Free Hat    Print Magazine,"Product Description News of tomorrow, today. Stay informed with WIRED.  WIRED explores the ways technology is changing our lives—from culture to business, science to design. By subscribing, you’ll ensure that we can continue producing great stories for years to come. Amazon.com Review A helicopter on Mars. What to expect post-Covid. The next electrifying/terrifying leap in A.I. explained. WIRED gives you up-to-the-nanosecond coverage of how technology and the people behind it are changing the world around you. For less than $1 a month, get unlimited access to best-in-class reporting on science and technology, games and gear, and the visionaries and changemakers making it all happen. Catch up to the future on your terms with the WIRED print edition and full access to the archive of stories on wired.com. Stare the future right in the eye.",,https://m.media-amazon.com/images/I/512ZaiuShjL._AC_.jpg,MAIN,a book and cap with the cover of wired magazine
B005EI4Q12,Don Diva Magazine    Print Magazine,"Billed as """"The Original Street Bible,"""" Don Diva focuses on all elements of the """"gansta"""" life, including street crime, prison culture, fashion, cars, and music.",,https://m.media-amazon.com/images/I/51g4ang3iJL._AC_.jpg,MAIN,dona magazine issue cover featuring three men in black hats and sunglasses
B00007B1TY,Tabletalk,,,https://m.media-amazon.com/images/I/51Gu82kpaDL._AC_.jpg,MAIN,a man reading to a child on a bed
B003UCULA4,Official Xbox Magazine    Print Magazine,,,https://m.media-amazon.com/images/I/61ENftAY2rL._AC_.jpg,MAIN,xbox magazine cover with a man holding a gun
B0000CCY7X,Alabama Gardener    Print Magazine,Alabama's own guide to great gardening and landscaping.,,https://m.media-amazon.com/images/I/51k2lWNy8OL._AC_.jpg,MAIN,a magazine cover with a garden in the background
B00007M4DS,Vox Latina,,,https://m.media-amazon.com/images/I/41AZ0A2W7BL._AC_.jpg,MAIN,"the cover of the book voatna, which is written in green and yellow"
B00006KPED,Naval History Magazine,,,https://m.media-amazon.com/images/I/51OEgYp6TNL._AC_.jpg,MAIN,the cover of the book naval history normandy
B00008AJF6,Spur - Japan    Print Magazine,Spur magazine covers all aspects of English equestrian sport.,,https://m.media-amazon.com/images/I/61S7oEAyE5L._AC_.jpg,MAIN,a magazine with a woman on the cover
B003CWAE22,American Photo [Expired]    Print Magazine,,,https://m.media-amazon.com/images/I/51e4HKyMFhL._AC_.jpg,MAIN,the cover of a magazine with a man playing an electric guitar
B008ENNVEC,Betty & Veronica    Print Magazine,Comic spotlighting the gal pals of Archie Andrews.,,https://m.media-amazon.com/images/I/612+ZHNEG7L._AC_.jpg,MAIN,betty and veronica vol 1 comic book
B00005N7SM,Seventeen    Print Magazine,,,https://m.media-amazon.com/images/I/51XhMNVEEfL._AC_.jpg,MAIN,person on the cover of seventeen magazine
B000B7VA4C,America in WWII    Print Magazine,"AMERICA IN WWII is your connection to the men and women of 1940s America and the war that defined their lives. Every issue puts you side by side with GIs overseas and with hardworking folks on the home front. Hear their frank eyewitness storiesand dive deeper into the GIs' world, the towering events and battles of World War II, and the zesty pop culture of 1940s America through lively articles. It's all lavishly illustrated with authentic period photos, ads, posters, comics, and artifacts. Connect with WWII America - subscribe today!",,https://m.media-amazon.com/images/I/61Y8QYNPojL._AC_.jpg,MAIN,the cover of a magazine with an image of people on it
B004GVZUTK,Rachael Ray Every Day    Print Magazine,,,https://m.media-amazon.com/images/I/512A7+BBmaL._AC_.jpg,MAIN,a magazine cover with drinks and food on it
B0000CCY82,Andromeda Spaceways    Print Magazine,"New magazine of humorous science fiction and fantasy. Includes stories, poetry, line drawings, and even non-fiction articles.",,https://m.media-amazon.com/images/I/519RhcQL4iL._AC_.jpg,MAIN,an image of the cover of a book with a woman in a purple dress and a man in green jacket
B004NR0ER0,Live Steam and Outdoor Railroading,,,https://m.media-amazon.com/images/I/5139jVzWWGL._AC_.jpg,MAIN,the cover of the issue of live steam magazine
B002BV2X7O,Lustiges Taschenbuch Ltb,,,https://m.media-amazon.com/images/I/61jQKAGvVHL._AC_.jpg,MAIN,a cartoon character in front of the brandenburg brandenburg
B00007AXKF,Geo - France,,,https://m.media-amazon.com/images/I/61LVoW5-6FL._AC_.jpg,MAIN,"the cover of the magazine, rome"
B010EJ6N48,Men's Health All Access    Print Magazine,,,https://m.media-amazon.com/images/I/51jPJk5XRKL._AC_.jpg,MAIN,a tablet and a magazine on a white background
B002G551F6,Flying    Print Magazine,"Amazon.com Review For all things aviation, Flying magazine is the choice for your next subscription. Featuring news, pilot technique tips, and product and service announcements, this magazine has been providing aviation information to pilots, aircraft owners, and aviation executives since 1927. Dubbed the world's most widely read aviation magazine, Flying Magazine was originally named Popular Aviation and is printed monthly by Bonnier Corporation.  Each issue features columns on aviation industry news and information, flight safety tips and techniques, and other piloting information. Evaluation reports on mechanical and technical aspects of flying are also a regular feature of this publication. The editorial focus is on general aviation pilots and aircraft owners, but also focuses on piloting business airplanes.  Flying magazine features special articles on aircraft, breaking news on business deals in the aviation industry, and advancements in technology such as biofuel and reducing ai",,https://m.media-amazon.com/images/I/61lLbBr8KOL._AC_.jpg,MAIN,a magazine cover with an airplane flying over a lake
